75.93	-0.001
75.92	-0.001
75.92	-0.001
75.9	-0.001
75.9	-0.001
75.92	-0.001
75.91	-0.001
75.92	-0.001
75.93	-0.001
75.94	-0.001
75.91	-0.001
75.91	-0.001
75.93	-0.001
75.93	-0.001
75.91	-0.001
75.91	-0.001
75.9	-0.001
75.92	-0.001
75.94	-0.001
75.92	-0.001
75.91	-0.001
75.92	-0.001
75.9	-0.001
75.92	-0.001
75.93	-0.001
75.92	-0.001
75.92	-0.001
75.91	-0.001
75.9	-0.001
75.92	-0.001
75.94	-0.001
75.93	-0.001
75.91	-0.001
75.93	-0.001
75.94	-0.001
75.92	-0.001
75.93	-0.001
75.91	-0.001
75.91	-0.001
75.93	-0.001
75.91	-0.001
75.91	-0.001
75.93	-0.001
75.92	-0.001
75.94	-0.001
75.92	-0.001
75.92	-0.001
75.91	-0.001
75.92	-0.001
75.9	-0.001
75.92	-0.001
75.92	-0.001
75.92	-0.001
75.92	-0.001
75.93	-0.001
75.93	-0.001
75.92	-0.001
75.91	-0.001
75.93	-0.001
75.92	-0.001
75.92	-0.001
75.94	-0.001
75.93	-0.001
75.93	-0.001
75.92	-0.001
75.94	-0.001
75.94	-0.001
75.94	-0.001
75.96	-0.001
75.94	-0.001
75.94	-0.001
75.92	-0.001
75.9	-0.001
75.92	-0.001
75.91	-0.001
75.91	-0.001
75.93	-0.001
75.95	-0.001
75.94	-0.001
75.94	-0.001
75.94	-0.001
75.92	-0.001
75.94	-0.001
75.96	-0.001
75.93	-0.001
75.95	-0.001
75.96	-0.001
75.95	-0.001
75.96	-0.001
75.95	-0.001
75.93	-0.001
75.93	-0.001
75.94	-0.001
75.95	-0.001
75.95	-0.001
75.93	-0.001
75.93	-0.001
75.93	-0.001
75.93	-0.001
75.94	-0.001
75.93	-0.001
75.94	-0.001
75.93	-0.001
75.93	-0.001
75.89	-0.001
75.94	-0.001
75.94	-0.001
75.92	-0.001
75.92	-0.001
75.94	-0.001
75.93	-0.001
75.94	-0.001
75.91	-0.001
75.93	-0.001
75.94	-0.001
75.92	-0.001
75.95	-0.001
75.96	-0.001
75.95	-0.001
75.93	-0.001
75.93	-0.001
75.93	-0.001
75.95	-0.001
75.94	-0.001
75.95	-0.001
75.95	-0.001
75.95	-0.001
75.94	-0.001
75.94	-0.001
75.94	-0.001
75.96	-0.001
75.92	-0.001
75.94	-0.001
75.92	-0.001
75.94	-0.001
75.93	-0.001
75.93	-0.001
75.94	-0.001
75.96	-0.001
75.93	-0.001
75.95	-0.001
75.94	-0.001
75.94	-0.001
75.93	-0.001
75.95	-0.001
75.93	-0.001
75.94	-0.001
75.9	-0.001
75.94	-0.001
75.95	-0.001
75.96	-0.001
75.92	-0.001
75.94	-0.001
75.95	-0.001
75.94	-0.001
75.94	-0.001
75.92	-0.001
75.94	-0.001
75.93	-0.001
75.94	-0.001
75.94	-0.001
75.94	-0.001
75.95	-0.001
75.94	-0.001
75.97	-0.001
75.96	-0.001
75.96	-0.001
75.95	-0.001
75.97	-0.001
75.97	-0.001
75.95	-0.001
75.96	-0.001
75.97	-0.001
75.97	-0.001
75.96	-0.001
75.95	-0.001
75.94	-0.001
75.98	-0.001
75.94	-0.001
75.97	-0.001
75.95	-0.001
75.96	-0.001
75.94	-0.001
75.93	-0.001
75.95	-0.001
75.95	-0.001
75.97	-0.001
75.96	-0.001
75.94	-0.001
75.96	-0.001
75.94	-0.001
75.95	-0.001
75.95	-0.001
75.94	-0.001
75.95	-0.001
75.96	-0.001
75.95	-0.001
75.94	-0.001
75.95	-0.001
75.97	-0.001
75.98	-0.001
75.96	-0.001
75.96	-0.001
75.97	-0.001
75.97	-0.001
75.96	-0.001
75.94	-0.001
75.96	-0.001
75.95	-0.001
75.96	-0.001
75.93	-0.001
75.93	-0.001
75.96	-0.001
75.95	-0.001
75.95	-0.001
75.96	-0.001
75.95	-0.001
75.97	-0.001
75.96	-0.001
75.97	-0.001
75.96	-0.001
75.94	-0.001
75.97	-0.001
75.95	-0.001
75.94	-0.001
75.94	-0.001
75.95	-0.001
75.98	-0.001
75.96	-0.001
75.97	-0.001
75.97	-0.001
75.97	-0.001
75.96	-0.001
75.96	-0.001
75.98	-0.001
75.95	-0.001
75.96	-0.001
75.95	-0.001
75.95	-0.001
75.96	-0.001
75.96	-0.001
75.96	-0.001
75.97	-0.001
75.97	-0.001
75.96	-0.001
75.96	-0.001
75.93	-0.001
75.95	-0.001
75.94	-0.001
75.94	-0.001
75.95	-0.001
75.96	-0.001
75.96	-0.001
75.97	-0.001
75.97	-0.001
75.97	-0.001
75.95	-0.001
75.95	-0.001
75.97	-0.001
75.98	-0.001
75.95	-0.001
75.94	-0.001
75.98	-0.001
75.95	-0.001
75.96	-0.001
75.97	-0.001
75.97	-0.001
75.98	-0.001
75.97	-0.001
75.99	-0.001
75.97	-0.001
75.98	-0.001
75.97	-0.001
75.98	-0.001
75.99	-0.001
76	-0.001
75.99	-0.001
76.02	-0.001
75.98	-0.001
75.98	-0.001
75.98	-0.001
75.98	-0.001
75.98	-0.001
75.99	-0.001
75.98	-0.001
75.99	-0.001
76	-0.001
76	-0.001
76	-0.001
75.97	-0.001
75.97	-0.001
75.97	-0.001
75.99	-0.001
75.98	-0.001
75.99	-0.001
75.97	-0.001
75.98	-0.001
76	-0.001
76	-0.001
76	-0.001
76	-0.001
75.98	-0.001
75.98	-0.001
75.97	-0.001
75.97	-0.001
75.98	-0.001
75.97	-0.001
75.97	-0.001
75.97	-0.001
75.95	-0.001
75.97	-0.001
75.96	-0.001
75.97	-0.001
75.97	-0.001
75.95	-0.001
75.97	-0.001
75.95	-0.001
75.94	-0.001
75.96	-0.001
75.98	-0.001
75.96	-0.001
75.95	-0.001
75.96	-0.001
75.95	-0.001
75.96	-0.001
75.96	-0.001
75.98	-0.001
75.96	-0.001
75.97	-0.001
75.98	-0.001
75.97	-0.001
75.97	-0.001
75.98	-0.001
75.97	-0.001
75.99	-0.001
75.96	-0.001
75.94	-0.001
75.98	-0.001
75.95	-0.001
75.96	-0.001
75.94	-0.001
75.94	-0.001
75.96	-0.001
75.95	-0.001
75.95	-0.001
75.97	-0.001
75.98	-0.001
75.97	-0.001
75.96	-0.001
75.96	-0.001
75.96	-0.001
75.97	-0.001
75.95	-0.001
75.96	-0.001
75.95	-0.001
75.97	-0.001
75.96	-0.001
75.97	-0.001
75.95	-0.001
75.95	-0.001
75.96	-0.001
75.98	-0.001
75.98	-0.001
75.95	-0.001
75.98	-0.001
75.95	-0.001
75.99	-0.001
76	-0.001
75.98	-0.001
75.97	-0.001
75.94	-0.001
75.96	-0.001
75.97	-0.001
75.99	-0.001
75.96	-0.001
75.96	-0.001
75.96	-0.001
75.99	-0.001
76	-0.001
75.99	-0.001
76	-0.001
76.01	-0.001
75.97	-0.001
76	-0.001
75.97	-0.001
75.97	-0.001
76	-0.001
76	-0.001
75.98	-0.001
75.98	-0.001
75.99	-0.001
76	-0.001
75.97	-0.001
75.96	-0.001
75.97	-0.001
75.95	-0.001
75.97	-0.001
75.97	-0.001
75.95	-0.001
75.97	-0.001
75.94	-0.001
75.95	-0.001
75.97	-0.001
75.95	-0.001
75.97	-0.001
75.95	-0.001
75.98	-0.001
75.98	-0.001
75.97	-0.001
75.96	-0.001
75.95	-0.001
75.95	-0.001
75.97	-0.001
75.95	-0.001
75.95	-0.001
75.96	-0.001
75.96	-0.001
75.95	-0.001
75.97	-0.001
76	-0.001
75.98	-0.001
75.96	-0.001
75.99	-0.001
75.97	-0.001
75.96	-0.001
75.98	-0.001
75.98	-0.001
75.95	-0.001
75.95	-0.001
75.96	-0.001
75.95	-0.001
75.98	-0.001
76	-0.001
75.96	-0.001
75.98	-0.001
75.98	-0.001
75.97	-0.001
75.95	-0.001
75.97	-0.001
75.97	-0.001
75.96	-0.001
75.96	-0.001
75.96	-0.001
75.99	-0.001
75.98	-0.001
75.96	-0.001
75.96	-0.001
75.97	-0.001
75.96	-0.001
75.97	-0.001
75.97	-0.001
75.97	-0.001
75.97	-0.001
75.96	-0.001
75.96	-0.001
75.98	-0.001
75.95	-0.001
75.94	-0.001
75.95	-0.001
75.95	-0.001
75.95	-0.001
75.95	-0.001
75.96	-0.001
75.97	-0.001
75.95	-0.001
75.93	-0.002
75.94	-0.002
75.93	-0.002
75.95	-0.002
75.92	-0.001
75.95	-0.002
